customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
9103-cxvok,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.75,19.75,no,0-6,9.875,19.75
2896-tbnbe,male,0,yes,no,40,yes,no,fiber optic,no,yes,yes,no,no,no,one year,no,electronic check,80.8,3132.75,no,24-48,76.40853658536585,80.8
4797-axpxk,female,0,no,yes,1,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,60.0,60.0,yes,0-6,30.0,60.0
5229-prwkt,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.55,649.65,yes,6-12,72.18333333333334,86.55
6982-uqzly,female,1,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.85,20.85,yes,0-6,10.425,20.85
2522-wlnsf,female,1,yes,no,34,yes,no,dsl,no,no,yes,yes,yes,no,one year,no,bank transfer (automatic),64.2,2106.3,no,24-48,60.18000000000001,64.2
3841-conlj,female,0,yes,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,35.0,35.0,no,0-6,17.5,35.0
5057-lcoui,female,0,no,no,39,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.75,2011.4,yes,24-48,50.285000000000004,50.75
0193-eszxp,female,1,yes,no,58,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),105.5,6205.5,yes,48+,105.17796610169492,105.5
4475-nvtlu,male,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.2,903.7,no,24-48,19.645652173913046,19.2
4369-htuif,male,1,no,no,6,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),85.15,503.6,yes,0-6,71.94285714285715,85.15
9386-ldczr,male,0,no,no,43,yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),90.65,3882.3,no,24-48,88.23409090909091,90.65
9585-kkmfd,male,0,yes,yes,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.0,879.8,no,24-48,20.947619047619046,20.0
5399-zimkf,male,0,no,no,5,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.65,383.65,no,0-6,63.94166666666666,74.65
0336-kxkfk,male,0,no,no,72,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),61.2,4390.25,no,48+,60.14041095890411,61.2
5619-xzzkr,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,68.2,no,0-6,13.64,19.95
3948-fvvrp,male,0,yes,yes,9,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,mailed check,54.8,452.8,no,6-12,45.28,54.8
5327-xokky,male,1,yes,no,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,credit card (automatic),73.45,5329.0,no,48+,73.0,73.45
0983-tatyj,female,0,yes,no,33,yes,no,dsl,no,no,no,yes,no,no,one year,yes,mailed check,51.45,1758.9,no,24-48,51.73235294117647,51.45
1813-jywto,female,0,yes,no,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),80.45,5737.6,no,48+,78.59726027397261,80.45
0156-fvpta,male,0,yes,no,22,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,electronic check,54.2,1152.7,yes,12-24,50.11739130434783,54.2
1984-fcowb,female,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,109.5,7674.55,yes,48+,108.09225352112676,109.5
0654-hmshn,male,0,yes,yes,21,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,104.4,2157.95,yes,12-24,98.08863636363635,104.4
6719-oxybr,male,0,no,no,15,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,85.3,1219.85,no,12-24,76.240625,85.3
3312-zwlgf,male,1,yes,no,29,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,79.3,2414.55,no,24-48,80.485,79.3
6476-yhmga,female,0,yes,yes,15,yes,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),76.5,1155.6,no,12-24,72.225,76.5
5287-qwlky,male,1,yes,yes,71,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),105.1,7548.1,yes,48+,104.83472222222223,105.1
0795-xccte,male,1,no,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.4,1809.35,no,48+,24.785616438356165,25.4
0168-xzkbb,female,0,yes,no,19,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.85,1564.4,no,12-24,78.22,86.85
3785-nrhyr,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,19.65,no,0-6,9.825,19.65
5196-sgoak,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.7,75.7,yes,0-6,37.85,75.7
4537-dktal,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.55,84.4,no,0-6,28.133333333333336,45.55
7072-mbhev,female,1,yes,yes,11,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),78.1,864.85,no,6-12,72.07083333333334,78.1
5602-bvfmk,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.3,228.75,no,6-12,17.596153846153847,19.3
6297-noopg,female,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,110.5,7752.05,no,48+,109.1838028169014,110.5
1891-uawwu,female,1,yes,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,90.8,1951.0,yes,12-24,92.9047619047619,90.8
8204-tifgj,female,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.3,470.6,no,12-24,19.608333333333334,20.3
8050-dvojx,male,1,no,no,49,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),81.35,4060.9,no,48+,81.218,81.35
6108-oqzdq,female,0,yes,yes,4,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,97.95,384.5,yes,0-6,76.9,97.95
0363-qjvfx,male,0,no,no,32,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),108.15,3432.9,yes,24-48,104.02727272727273,108.15
8903-xebgx,male,0,no,yes,2,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.3,108.65,no,0-6,36.21666666666667,55.3
8169-saejd,male,1,yes,no,69,no,no phone service,dsl,yes,yes,no,no,yes,yes,two year,no,credit card (automatic),56.55,3952.65,no,48+,56.46642857142857,56.55
9840-dvndc,male,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),80.5,463.05,yes,0-6,66.15,80.5
1089-xzwhh,female,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.7,494.05,no,12-24,19.762,19.7
2325-wines,female,0,no,no,32,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),104.05,3416.85,no,24-48,103.54090909090908,104.05
6064-zatlr,female,0,no,no,27,yes,no,dsl,yes,yes,no,no,no,no,two year,no,bank transfer (automatic),52.85,1498.65,no,24-48,53.52321428571429,52.85
3096-jrdso,female,1,yes,no,27,yes,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.3,2867.75,yes,24-48,102.41964285714286,104.3
7824-pansq,male,0,no,no,58,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),80.65,4807.35,no,48+,81.48050847457628,80.65
8042-jvnfh,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,71.35,71.35,yes,0-6,35.675,71.35
9648-bchkm,female,0,yes,yes,18,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.65,471.35,no,12-24,24.807894736842105,24.65
2888-adfao,female,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),21.3,1041.8,no,24-48,21.704166666666666,21.3
8707-hoedg,female,0,yes,yes,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,110.2,7689.8,no,48+,108.30704225352113,110.2
3374-lxdev,female,0,no,no,13,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,electronic check,89.4,1132.35,yes,12-24,80.88214285714285,89.4
4072-ipylt,female,0,yes,yes,36,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),51.05,1815.0,no,24-48,49.054054054054056,51.05
7167-pceyd,male,0,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.8,1311.3,no,48+,19.283823529411762,19.8
4936-ypjnk,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,199.45,no,6-12,18.13181818181818,19.9
1580-bmcmr,male,1,no,no,19,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,87.3,1637.3,no,12-24,81.865,87.3
4817-keqsp,female,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.85,1326.35,no,48+,18.421527777777776,19.85
6408-whtef,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,89.4,6376.55,no,48+,87.35000000000001,89.4
9251-awqgt,female,0,yes,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.0,935.9,no,24-48,19.099999999999998,20.0
8749-cljxc,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,20.05,no,0-6,10.025,20.05
7989-vcqoh,male,0,yes,yes,18,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,83.25,1611.15,no,12-24,84.79736842105264,83.25
5049-glyvg,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.6,20.6,yes,0-6,10.3,20.6
4199-qhjnm,male,1,yes,no,67,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),102.9,6989.7,no,48+,102.78970588235293,102.9
8882-tlvrw,male,0,yes,yes,69,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,no,mailed check,39.1,2779.5,no,48+,39.707142857142856,39.1
5883-gtgvd,male,0,no,no,19,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.95,1931.75,yes,12-24,96.5875,99.95
5135-grqjv,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,114.5,8331.95,no,48+,114.13630136986302,114.5
2384-ovpsa,female,1,no,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.2,735.9,no,24-48,18.869230769230768,20.2
1371-wepds,male,1,yes,no,40,yes,no,dsl,no,no,no,no,no,yes,one year,no,electronic check,55.8,2283.3,no,24-48,55.69024390243903,55.8
3580-gicbm,female,0,yes,yes,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.2,1445.2,no,48+,23.309677419354838,24.2
4817-qrjsx,female,0,no,no,10,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),81.0,818.05,yes,6-12,74.36818181818181,81.0
9730-drtmj,male,0,yes,no,32,yes,yes,dsl,yes,no,no,yes,yes,no,one year,yes,credit card (automatic),72.8,2333.05,no,24-48,70.69848484848485,72.8
4686-uxdml,female,0,no,no,21,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),99.85,1992.55,no,12-24,90.57045454545454,99.85
3349-anqnh,female,1,no,no,59,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,99.5,5890.0,no,48+,98.16666666666667,99.5
2398-ypmur,female,1,yes,no,13,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,916.75,yes,12-24,65.48214285714286,70.15
0932-yixyu,female,0,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.25,1029.8,no,24-48,21.454166666666666,20.25
7480-splef,male,0,yes,yes,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),26.0,1796.55,no,48+,25.665,26.0
7636-xuhww,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.9,33.7,no,0-6,11.233333333333334,19.9
1431-cywmh,female,0,yes,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.05,454.05,no,12-24,19.741304347826087,19.05
5937-eorgb,male,1,yes,no,15,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,electronic check,96.5,1392.25,no,12-24,87.015625,96.5
6349-jdhqp,female,0,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.85,1049.6,no,48+,19.437037037037037,19.85
5539-hivak,female,1,yes,no,28,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.7,734.6,no,24-48,25.33103448275862,25.7
5847-mxbeo,male,0,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.3,475.1,no,12-24,20.656521739130437,20.3
9985-mwvix,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,70.15,yes,0-6,35.075,70.15
4583-parnh,male,1,yes,no,16,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,91.55,1540.05,no,12-24,90.59117647058824,91.55
1116-fryvh,female,0,yes,yes,48,no,no phone service,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,39.4,1978.65,no,24-48,40.38061224489796,39.4
1421-hcerk,male,1,yes,no,30,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),105.7,3181.8,no,24-48,102.63870967741936,105.7
9633-xqabv,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.25,229.7,no,0-6,57.425,70.25
0716-bqndx,male,1,no,no,57,yes,yes,fiber optic,yes,no,no,yes,no,yes,two year,no,electronic check,93.75,5625.55,no,48+,96.99224137931034,93.75
1265-xtecc,female,1,yes,no,68,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card (automatic),96.55,6581.9,yes,48+,95.38985507246376,96.55
1183-canvh,female,0,yes,no,23,yes,no,dsl,no,no,no,yes,yes,no,one year,no,bank transfer (automatic),60.0,1347.15,no,12-24,56.13125,60.0
1972-xmuwv,female,0,yes,no,65,yes,no,dsl,no,no,no,yes,yes,no,two year,yes,credit card (automatic),59.8,3808.2,no,48+,57.699999999999996,59.8
8679-lzbmd,male,0,yes,no,44,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),90.65,3974.15,no,24-48,88.31444444444445,90.65
3407-jmjqq,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),109.0,7661.8,no,48+,106.41388888888889,109.0
6252-dfgtk,female,0,yes,no,37,yes,yes,dsl,yes,no,yes,yes,no,no,one year,no,credit card (automatic),68.1,2479.25,no,24-48,65.24342105263158,68.1
1539-lnkhm,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,266.6,no,6-12,20.50769230769231,20.4
8645-komjq,male,0,yes,yes,69,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),81.95,5601.4,no,48+,80.02,81.95
0289-ivarm,female,0,no,no,35,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,electronic check,60.55,1982.6,no,24-48,55.07222222222222,60.55
9761-xujwd,male,0,no,no,5,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),65.6,339.9,no,0-6,56.65,65.6
4057-fkczk,male,0,yes,yes,58,yes,yes,fiber optic,no,no,no,no,yes,no,two year,no,bank transfer (automatic),82.5,4828.05,no,48+,81.8313559322034,82.5
4291-tpnfg,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),82.3,5980.55,no,48+,81.92534246575343,82.3
6087-ypwho,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,mailed check,68.15,4808.7,no,48+,65.87260273972602,68.15
3090-qfuvd,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.3,20.3,no,0-6,10.15,20.3
2237-zfsmy,female,0,no,no,39,yes,no,fiber optic,yes,no,yes,yes,yes,no,one year,yes,electronic check,95.55,3692.85,yes,24-48,92.32124999999999,95.55
1722-ldzjs,male,0,yes,yes,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.2,1068.15,no,48+,19.78055555555556,20.2
1818-esqmw,female,0,no,no,27,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.2,2383.6,no,24-48,85.12857142857142,89.2
4871-jtkjf,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.65,69.65,yes,0-6,34.825,69.65
1415-yfwlt,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.3,89.3,yes,0-6,44.65,89.3
